SCLK,LMST,LTST,PRESSURE,PRESSURE_UNCERTAINTY,TRANSDUCER
674798996,00089M01:03:11.363,0089 00:56:34,761.16,,1
674798997,00089M01:03:12.336,0089 00:56:35,761.21,,1
674798998,00089M01:03:13.310,0089 00:56:36,761.21,,1
674798999,00089M01:03:14.283,0089 00:56:37,761.16,,1
674799000,00089M01:03:15.256,0089 00:56:38,761.13,,1
674799001,00089M01:03:16.229,0089 00:56:39,761.15,,1
674799002,00089M01:03:17.203,0089 00:56:40,761.16,,1
674799003,00089M01:03:18.176,0089 00:56:41,761.15,,1
674799004,00089M01:03:19.149,0089 00:56:42,761.22,,1
674799005,00089M01:03:20.122,0089 00:56:43,761.15,,1
674799006,00089M01:03:21.096,0089 00:56:44,761.21,,1
674799007,00089M01:03:22.069,0089 00:56:44,761.24,,1
674799008,00089M01:03:23.042,0089 00:56:45,761.19,,1
674799009,00089M01:03:24.015,0089 00:56:46,761.19,,1
674799010,00089M01:03:24.989,0089 00:56:47,761.16,,1
674799011,00089M01:03:25.962,0089 00:56:48,761.19,,1
674799012,00089M01:03:26.935,0089 00:56:49,761.20,,1
674799013,00089M01:03:27.908,0089 00:56:50,761.18,,1
674799014,00089M01:03:28.882,0089 00:56:51,761.22,,1
674799015,00089M01:03:29.855,0089 00:56:52,761.14,,1
674799016,00089M01:03:30.828,0089 00:56:53,761.20,,1
674799017,00089M01:03:31.801,0089 00:56:54,761.18,,1
674799018,00089M01:03:32.775,0089 00:56:55,761.13,,1
674799019,00089M01:03:33.748,0089 00:56:56,761.17,,1
674799020,00089M01:03:34.721,0089 00:56:57,761.17,,1
674799021,00089M01:03:35.694,0089 00:56:58,761.17,,1
674799022,00089M01:03:36.668,0089 00:56:59,761.17,,1
674799023,00089M01:03:37.641,0089 00:57:00,761.19,,1
674799024,00089M01:03:38.614,0089 00:57:01,761.14,,1
674799025,00089M01:03:39.587,0089 00:57:02,761.19,,1
674799026,00089M01:03:40.561,0089 00:57:03,761.20,,1
674799027,00089M01:03:41.534,0089 00:57:04,761.14,,1
674799028,00089M01:03:42.507,0089 00:57:05,761.13,,1
674799029,00089M01:03:43.480,0089 00:57:06,761.13,,1
674799030,00089M01:03:44.454,0089 00:57:07,761.22,,1
674799031,00089M01:03:45.427,0089 00:57:08,761.15,,1
674799032,00089M01:03:46.400,0089 00:57:09,761.18,,1
674799033,00089M01:03:47.373,0089 00:57:10,761.15,,1
674799034,00089M01:03:48.347,0089 00:57:11,761.17,,1
674799035,00089M01:03:49.320,0089 00:57:12,761.15,,1
674799036,00089M01:03:50.293,0089 00:57:13,761.16,,1
674799037,00089M01:03:51.266,0089 00:57:14,761.12,,1
674799038,00089M01:03:52.240,0089 00:57:15,761.12,,1
674799039,00089M01:03:53.213,0089 00:57:16,761.16,,1
674799040,00089M01:03:54.186,0089 00:57:17,761.12,,1
674799041,00089M01:03:55.159,0089 00:57:18,761.16,,1
674799042,00089M01:03:56.133,0089 00:57:19,761.11,,1
674799043,00089M01:03:57.106,0089 00:57:20,761.13,,1
674799044,00089M01:03:58.079,0089 00:57:21,761.11,,1
674799045,00089M01:03:59.052,0089 00:57:21,761.13,,1
674799046,00089M01:04:00.026,0089 00:57:22,761.17,,1
674799047,00089M01:04:00.999,0089 00:57:23,761.13,,1
674799048,00089M01:04:01.972,0089 00:57:24,761.15,,1
674799049,00089M01:04:02.945,0089 00:57:25,761.19,,1
674799050,00089M01:04:03.919,0089 00:57:26,761.08,,1
674799051,00089M01:04:04.892,0089 00:57:27,761.10,,1
674799052,00089M01:04:05.865,0089 00:57:28,761.09,,1
674799053,00089M01:04:06.838,0089 00:57:29,761.12,,1
674799054,00089M01:04:07.812,0089 00:57:30,761.05,,1
674799055,00089M01:04:08.785,0089 00:57:31,761.18,,1
674799056,00089M01:04:09.758,0089 00:57:32,761.09,,1
674799057,00089M01:04:10.731,0089 00:57:33,761.13,,1
674799058,00089M01:04:11.705,0089 00:57:34,761.06,,1
674799059,00089M01:04:12.678,0089 00:57:35,761.11,,1
674799060,00089M01:04:13.651,0089 00:57:36,761.06,,1
674799061,00089M01:04:14.624,0089 00:57:37,761.13,,1
674799062,00089M01:04:15.598,0089 00:57:38,761.10,,1
674799063,00089M01:04:16.571,0089 00:57:39,761.08,,1
674799064,00089M01:04:17.544,0089 00:57:40,761.10,,1
674799065,00089M01:04:18.517,0089 00:57:41,761.19,,1
674799066,00089M01:04:19.491,0089 00:57:42,761.12,,1
674799067,00089M01:04:20.464,0089 00:57:43,761.05,,1
674799068,00089M01:04:21.437,0089 00:57:44,761.11,,1
674799069,00089M01:04:22.410,0089 00:57:45,761.07,,1
674799070,00089M01:04:23.384,0089 00:57:46,761.14,,1
674799071,00089M01:04:24.357,0089 00:57:47,761.11,,1
674799072,00089M01:04:25.330,0089 00:57:48,761.13,,1
674799073,00089M01:04:26.303,0089 00:57:49,761.13,,1
674799074,00089M01:04:27.277,0089 00:57:50,761.13,,1
674799075,00089M01:04:28.250,0089 00:57:51,761.13,,1
674799076,00089M01:04:29.223,0089 00:57:52,761.10,,1
674799077,00089M01:04:30.196,0089 00:57:53,761.21,,1
674799078,00089M01:04:31.170,0089 00:57:54,761.12,,1
674799079,00089M01:04:32.143,0089 00:57:55,761.07,,1
674799080,00089M01:04:33.116,0089 00:57:56,761.08,,1
674799081,00089M01:04:34.089,0089 00:57:57,761.10,,1
674799082,00089M01:04:35.063,0089 00:57:57,761.09,,1
674799083,00089M01:04:36.036,0089 00:57:58,761.05,,1
674799084,00089M01:04:37.009,0089 00:57:59,761.07,,1
674799085,00089M01:04:37.983,0089 00:58:00,761.02,,1
674799086,00089M01:04:38.956,0089 00:58:01,761.06,,1
674799087,00089M01:04:39.929,0089 00:58:02,761.06,,1
674799088,00089M01:04:40.902,0089 00:58:03,761.06,,1
674799089,00089M01:04:41.876,0089 00:58:04,761.17,,1
674799090,00089M01:04:42.849,0089 00:58:05,761.12,,1
674799091,00089M01:04:43.822,0089 00:58:06,761.08,,1
674799092,00089M01:04:44.795,0089 00:58:07,761.12,,1
674799093,00089M01:04:45.769,0089 00:58:08,761.03,,1
674799094,00089M01:04:46.742,0089 00:58:09,761.09,,1
674799095,00089M01:04:47.715,0089 00:58:10,761.11,,1
674799096,00089M01:04:48.688,0089 00:58:11,761.07,,1
674799097,00089M01:04:49.662,0089 00:58:12,761.13,,1
674799098,00089M01:04:50.635,0089 00:58:13,761.09,,1
674799099,00089M01:04:51.608,0089 00:58:14,761.02,,1
674799100,00089M01:04:52.581,0089 00:58:15,761.02,,1
674799101,00089M01:04:53.555,0089 00:58:16,760.97,,1
674799102,00089M01:04:54.528,0089 00:58:17,761.08,,1
674799103,00089M01:04:55.501,0089 00:58:18,761.01,,1
674799104,00089M01:04:56.474,0089 00:58:19,761.08,,1
674799105,00089M01:04:57.448,0089 00:58:20,761.10,,1
674799106,00089M01:04:58.421,0089 00:58:21,761.08,,1
674799107,00089M01:04:59.394,0089 00:58:22,761.06,,1
674799108,00089M01:05:00.367,0089 00:58:23,761.11,,1
674799109,00089M01:05:01.341,0089 00:58:24,761.11,,1
674799110,00089M01:05:02.314,0089 00:58:25,761.07,,1
674799111,00089M01:05:03.287,0089 00:58:26,761.02,,1
674799112,00089M01:05:04.260,0089 00:58:27,761.15,,1
674799113,00089M01:05:05.234,0089 00:58:28,761.11,,1
674799114,00089M01:05:06.207,0089 00:58:29,761.09,,1
674799115,00089M01:05:07.180,0089 00:58:30,761.02,,1
674799116,00089M01:05:08.153,0089 00:58:31,761.08,,1
674799117,00089M01:05:09.127,0089 00:58:32,761.10,,1
674799118,00089M01:05:10.100,0089 00:58:33,761.10,,1
674799119,00089M01:05:11.073,0089 00:58:34,761.12,,1
674799120,00089M01:05:12.046,0089 00:58:34,761.08,,1
674799121,00089M01:05:13.020,0089 00:58:35,761.07,,1
674799122,00089M01:05:13.993,0089 00:58:36,761.05,,1
674799123,00089M01:05:14.966,0089 00:58:37,761.09,,1
674799124,00089M01:05:15.939,0089 00:58:38,761.13,,1
674799125,00089M01:05:16.913,0089 00:58:39,761.13,,1
674799126,00089M01:05:17.886,0089 00:58:40,761.06,,1
674799127,00089M01:05:18.859,0089 00:58:41,761.06,,1
674799128,00089M01:05:19.832,0089 00:58:42,761.08,,1
674799129,00089M01:05:20.806,0089 00:58:43,761.14,,1
674799130,00089M01:05:21.779,0089 00:58:44,761.10,,1
674799131,00089M01:05:22.752,0089 00:58:45,761.08,,1
674799132,00089M01:05:23.725,0089 00:58:46,761.08,,1
674799133,00089M01:05:24.699,0089 00:58:47,761.12,,1
674799134,00089M01:05:25.672,0089 00:58:48,761.09,,1
674799135,00089M01:05:26.645,0089 00:58:49,761.07,,1
674799136,00089M01:05:27.618,0089 00:58:50,761.09,,1
674799137,00089M01:05:28.592,0089 00:58:51,761.09,,1
674799138,00089M01:05:29.565,0089 00:58:52,761.09,,1
674799139,00089M01:05:30.538,0089 00:58:53,761.10,,1
674799140,00089M01:05:31.511,0089 00:58:54,761.08,,1
674799141,00089M01:05:32.485,0089 00:58:55,761.10,,1
674799142,00089M01:05:33.458,0089 00:58:56,761.12,,1
674799143,00089M01:05:34.431,0089 00:58:57,761.06,,1
674799144,00089M01:05:35.404,0089 00:58:58,761.05,,1
674799145,00089M01:05:36.378,0089 00:58:59,761.10,,1
674799146,00089M01:05:37.351,0089 00:59:00,761.10,,1
674799147,00089M01:05:38.324,0089 00:59:01,761.03,,1
674799148,00089M01:05:39.297,0089 00:59:02,761.05,,1
674799149,00089M01:05:40.271,0089 00:59:03,761.11,,1
674799150,00089M01:05:41.244,0089 00:59:04,761.09,,1
674799151,00089M01:05:42.217,0089 00:59:05,761.09,,1
674799152,00089M01:05:43.190,0089 00:59:06,761.10,,1
674799153,00089M01:05:44.164,0089 00:59:07,761.08,,1
674799154,00089M01:05:45.137,0089 00:59:08,761.08,,1
674799155,00089M01:05:46.110,0089 00:59:09,761.04,,1
674799156,00089M01:05:47.083,0089 00:59:10,761.03,,1
674799157,00089M01:05:48.057,0089 00:59:11,761.08,,1
674799158,00089M01:05:49.030,0089 00:59:11,761.09,,1
674799159,00089M01:05:50.003,0089 00:59:12,761.09,,1
674799160,00089M01:05:50.976,0089 00:59:13,761.10,,1
674799161,00089M01:05:51.950,0089 00:59:14,761.09,,1
674799162,00089M01:05:52.923,0089 00:59:15,761.07,,1
674799163,00089M01:05:53.896,0089 00:59:16,761.11,,1
674799164,00089M01:05:54.869,0089 00:59:17,761.11,,1
674799165,00089M01:05:55.843,0089 00:59:18,761.06,,1
674799166,00089M01:05:56.816,0089 00:59:19,761.04,,1
674799167,00089M01:05:57.789,0089 00:59:20,761.10,,1
674799168,00089M01:05:58.762,0089 00:59:21,761.10,,1
674799169,00089M01:05:59.736,0089 00:59:22,761.08,,1
674799170,00089M01:06:00.709,0089 00:59:23,761.08,,1
674799171,00089M01:06:01.682,0089 00:59:24,761.16,,1
674799172,00089M01:06:02.655,0089 00:59:25,761.07,,1
674799173,00089M01:06:03.629,0089 00:59:26,761.07,,1
674799174,00089M01:06:04.602,0089 00:59:27,761.11,,1
674799175,00089M01:06:05.575,0089 00:59:28,761.09,,1
674799176,00089M01:06:06.548,0089 00:59:29,761.13,,1
674799177,00089M01:06:07.522,0089 00:59:30,761.13,,1
674799178,00089M01:06:08.495,0089 00:59:31,761.09,,1
674799179,00089M01:06:09.468,0089 00:59:32,761.13,,1
674799180,00089M01:06:10.441,0089 00:59:33,761.13,,1
674799181,00089M01:06:11.415,0089 00:59:34,761.01,,1
674799182,00089M01:06:12.388,0089 00:59:35,761.14,,1
674799183,00089M01:06:13.361,0089 00:59:36,761.10,,1
674799184,00089M01:06:14.334,0089 00:59:37,761.12,,1
674799185,00089M01:06:15.308,0089 00:59:38,761.07,,1
674799186,00089M01:06:16.281,0089 00:59:39,761.09,,1
674799187,00089M01:06:17.254,0089 00:59:40,761.11,,1
674799188,00089M01:06:18.227,0089 00:59:41,761.06,,1
674799189,00089M01:06:19.201,0089 00:59:42,761.11,,1
674799190,00089M01:06:20.174,0089 00:59:43,761.13,,1
674799191,00089M01:06:21.147,0089 00:59:44,761.10,,1
674799192,00089M01:06:22.120,0089 00:59:45,761.13,,1
674799193,00089M01:06:23.094,0089 00:59:46,761.10,,1
674799194,00089M01:06:24.067,0089 00:59:47,761.12,,1
674799195,00089M01:06:25.040,0089 00:59:47,761.12,,1
674799196,00089M01:06:26.013,0089 00:59:48,761.14,,1
674799197,00089M01:06:26.987,0089 00:59:49,761.14,,1
674799198,00089M01:06:27.960,0089 00:59:50,761.12,,1
674799199,00089M01:06:28.933,0089 00:59:51,761.14,,1
674799200,00089M01:06:29.906,0089 00:59:52,761.13,,1
674799201,00089M01:06:30.880,0089 00:59:53,761.15,,1
674799202,00089M01:06:31.853,0089 00:59:54,761.11,,1
674799203,00089M01:06:32.826,0089 00:59:55,761.15,,1
674799204,00089M01:06:33.799,0089 00:59:56,761.13,,1
674799205,00089M01:06:34.773,0089 00:59:57,761.15,,1
674799206,00089M01:06:35.746,0089 00:59:58,761.08,,1
674799207,00089M01:06:36.719,0089 00:59:59,761.08,,1
674799208,00089M01:06:37.692,0089 01:00:00,761.12,,1
674799209,00089M01:06:38.666,0089 01:00:01,761.14,,1
674799210,00089M01:06:39.639,0089 01:00:02,761.10,,1
674799211,00089M01:06:40.612,0089 01:00:03,761.14,,1
674799212,00089M01:06:41.586,0089 01:00:04,761.07,,1
674799213,00089M01:06:42.559,0089 01:00:05,761.09,,1
674799214,00089M01:06:43.532,0089 01:00:06,761.09,,1
674799215,00089M01:06:44.505,0089 01:00:07,761.11,,1
674799216,00089M01:06:45.479,0089 01:00:08,761.09,,1
674799217,00089M01:06:46.452,0089 01:00:09,761.08,,1
674799218,00089M01:06:47.425,0089 01:00:10,761.15,,1
674799219,00089M01:06:48.398,0089 01:00:11,761.15,,1
674799220,00089M01:06:49.372,0089 01:00:12,761.10,,1
674799221,00089M01:06:50.345,0089 01:00:13,761.05,,1
674799222,00089M01:06:51.318,0089 01:00:14,761.12,,1
674799223,00089M01:06:52.291,0089 01:00:15,761.07,,1
674799224,00089M01:06:53.265,0089 01:00:16,761.07,,1
674799225,00089M01:06:54.238,0089 01:00:17,761.07,,1
674799226,00089M01:06:55.211,0089 01:00:18,761.11,,1
674799227,00089M01:06:56.184,0089 01:00:19,761.09,,1
674799228,00089M01:06:57.158,0089 01:00:20,761.04,,1
674799229,00089M01:06:58.131,0089 01:00:21,761.06,,1
674799230,00089M01:06:59.104,0089 01:00:22,761.08,,1
674799231,00089M01:07:00.077,0089 01:00:23,761.02,,1
674799232,00089M01:07:01.051,0089 01:00:24,761.08,,1
674799233,00089M01:07:02.024,0089 01:00:24,761.03,,1
674799234,00089M01:07:02.997,0089 01:00:25,761.05,,1
674799235,00089M01:07:03.970,0089 01:00:26,761.09,,1
674799236,00089M01:07:04.944,0089 01:00:27,761.05,,1
674799237,00089M01:07:05.917,0089 01:00:28,761.05,,1
674799238,00089M01:07:06.890,0089 01:00:29,761.04,,1
674799239,00089M01:07:07.863,0089 01:00:30,761.08,,1
674799240,00089M01:07:08.837,0089 01:00:31,761.02,,1
674799241,00089M01:07:09.810,0089 01:00:32,761.02,,1
674799242,00089M01:07:10.783,0089 01:00:33,761.04,,1
674799243,00089M01:07:11.756,0089 01:00:34,761.06,,1
674799244,00089M01:07:12.730,0089 01:00:35,761.10,,1
674799245,00089M01:07:13.703,0089 01:00:36,761.01,,1
674799246,00089M01:07:14.676,0089 01:00:37,761.07,,1
674799247,00089M01:07:15.649,0089 01:00:38,761.10,,1
674799248,00089M01:07:16.623,0089 01:00:39,761.12,,1
674799249,00089M01:07:17.596,0089 01:00:40,761.07,,1
674799250,00089M01:07:18.569,0089 01:00:41,761.09,,1
674799251,00089M01:07:19.542,0089 01:00:42,761.09,,1
674799252,00089M01:07:20.516,0089 01:00:43,761.07,,1
674799253,00089M01:07:21.489,0089 01:00:44,761.11,,1
674799254,00089M01:07:22.462,0089 01:00:45,761.13,,1
674799255,00089M01:07:23.435,0089 01:00:46,761.06,,1
674799256,00089M01:07:24.409,0089 01:00:47,761.06,,1
674799257,00089M01:07:25.382,0089 01:00:48,761.14,,1
674799258,00089M01:07:26.355,0089 01:00:49,761.06,,1
674799259,00089M01:07:27.328,0089 01:00:50,761.10,,1
674799260,00089M01:07:28.302,0089 01:00:51,761.16,,1
674799261,00089M01:07:29.275,0089 01:00:52,761.10,,1
674799262,00089M01:07:30.248,0089 01:00:53,761.14,,1
674799263,00089M01:07:31.221,0089 01:00:54,761.14,,1
674799264,00089M01:07:32.195,0089 01:00:55,761.09,,1
674799265,00089M01:07:33.168,0089 01:00:56,761.16,,1
674799266,00089M01:07:34.141,0089 01:00:57,761.09,,1
674799267,00089M01:07:35.114,0089 01:00:58,761.10,,1
674799268,00089M01:07:36.088,0089 01:00:59,761.13,,1
674799269,00089M01:07:37.061,0089 01:01:00,761.10,,1
674799270,00089M01:07:38.034,0089 01:01:01,761.10,,1
674799271,00089M01:07:39.007,0089 01:01:01,761.10,,1
674799272,00089M01:07:39.981,0089 01:01:02,761.10,,1
674799273,00089M01:07:40.954,0089 01:01:03,761.10,,1
674799274,00089M01:07:41.927,0089 01:01:04,761.07,,1
674799275,00089M01:07:42.900,0089 01:01:05,761.09,,1
674799276,00089M01:07:43.874,0089 01:01:06,761.05,,1
674799277,00089M01:07:44.847,0089 01:01:07,761.11,,1
674799278,00089M01:07:45.820,0089 01:01:08,761.09,,1
674799279,00089M01:07:46.793,0089 01:01:09,761.06,,1
674799280,00089M01:07:47.767,0089 01:01:10,761.08,,1
674799281,00089M01:07:48.740,0089 01:01:11,761.13,,1
674799282,00089M01:07:49.713,0089 01:01:12,761.06,,1
674799283,00089M01:07:50.686,0089 01:01:13,761.10,,1
674799284,00089M01:07:51.660,0089 01:01:14,761.10,,1
674799285,00089M01:07:52.633,0089 01:01:15,761.14,,1
674799286,00089M01:07:53.606,0089 01:01:16,761.12,,1
674799287,00089M01:07:54.579,0089 01:01:17,761.07,,1
674799288,00089M01:07:55.553,0089 01:01:18,761.05,,1
674799289,00089M01:07:56.526,0089 01:01:19,761.07,,1
674799290,00089M01:07:57.499,0089 01:01:20,761.04,,1
674799291,00089M01:07:58.472,0089 01:01:21,761.15,,1
674799292,00089M01:07:59.446,0089 01:01:22,761.08,,1
674799293,00089M01:08:00.419,0089 01:01:23,761.08,,1
674799294,00089M01:08:01.392,0089 01:01:24,761.10,,1
674799295,00089M01:08:02.365,0089 01:01:25,761.08,,1
674799296,00089M01:08:03.339,0089 01:01:26,761.08,,1
674799297,00089M01:08:04.312,0089 01:01:27,761.09,,1
674799298,00089M01:08:05.285,0089 01:01:28,761.09,,1
674799299,00089M01:08:06.258,0089 01:01:29,761.05,,1
674799300,00089M01:08:07.232,0089 01:01:30,761.05,,1
674799301,00089M01:08:08.205,0089 01:01:31,761.11,,1
674799302,00089M01:08:09.178,0089 01:01:32,761.07,,1
674799303,00089M01:08:10.151,0089 01:01:33,761.11,,1
674799304,00089M01:08:11.125,0089 01:01:34,761.08,,1
674799305,00089M01:08:12.098,0089 01:01:35,761.08,,1
674799306,00089M01:08:13.071,0089 01:01:36,761.06,,1
674799307,00089M01:08:14.044,0089 01:01:37,761.10,,1
674799308,00089M01:08:15.018,0089 01:01:37,761.10,,1
674799309,00089M01:08:15.991,0089 01:01:38,761.03,,1
674799310,00089M01:08:16.964,0089 01:01:39,761.01,,1
674799311,00089M01:08:17.937,0089 01:01:40,761.05,,1
674799312,00089M01:08:18.911,0089 01:01:41,761.05,,1
674799313,00089M01:08:19.884,0089 01:01:42,761.04,,1
674799314,00089M01:08:20.857,0089 01:01:43,761.02,,1
674799315,00089M01:08:21.830,0089 01:01:44,761.04,,1
674799316,00089M01:08:22.804,0089 01:01:45,761.04,,1
674799317,00089M01:08:23.777,0089 01:01:46,761.06,,1
674799318,00089M01:08:24.750,0089 01:01:47,761.06,,1
674799319,00089M01:08:25.723,0089 01:01:48,761.04,,1
674799320,00089M01:08:26.697,0089 01:01:49,760.99,,1
674799321,00089M01:08:27.670,0089 01:01:50,760.97,,1
674799322,00089M01:08:28.643,0089 01:01:51,761.05,,1
674799323,00089M01:08:29.616,0089 01:01:52,761.01,,1
674799324,00089M01:08:30.590,0089 01:01:53,761.03,,1
674799325,00089M01:08:31.563,0089 01:01:54,761.03,,1
674799326,00089M01:08:32.536,0089 01:01:55,761.04,,1
674799327,00089M01:08:33.509,0089 01:01:56,761.00,,1
674799328,00089M01:08:34.483,0089 01:01:57,761.00,,1
674799329,00089M01:08:35.456,0089 01:01:58,761.06,,1
674799330,00089M01:08:36.429,0089 01:01:59,761.06,,1
674799331,00089M01:08:37.402,0089 01:02:00,761.02,,1
674799332,00089M01:08:38.376,0089 01:02:01,761.01,,1
674799333,00089M01:08:39.349,0089 01:02:02,760.99,,1
674799334,00089M01:08:40.322,0089 01:02:03,761.05,,1
674799335,00089M01:08:41.295,0089 01:02:04,761.01,,1
674799336,00089M01:08:42.269,0089 01:02:05,761.07,,1
674799337,00089M01:08:43.242,0089 01:02:06,761.03,,1
674799338,00089M01:08:44.215,0089 01:02:07,761.02,,1
674799339,00089M01:08:45.189,0089 01:02:08,761.00,,1
674799340,00089M01:08:46.162,0089 01:02:09,761.00,,1
674799341,00089M01:08:47.135,0089 01:02:10,761.02,,1
674799342,00089M01:08:48.108,0089 01:02:11,761.02,,1
674799343,00089M01:08:49.082,0089 01:02:12,760.99,,1
674799344,00089M01:08:50.055,0089 01:02:13,761.04,,1
674799345,00089M01:08:51.028,0089 01:02:14,760.99,,1
674799346,00089M01:08:52.001,0089 01:02:14,761.05,,1
674799347,00089M01:08:52.975,0089 01:02:15,761.05,,1
674799348,00089M01:08:53.948,0089 01:02:16,761.07,,1
674799349,00089M01:08:54.921,0089 01:02:17,761.05,,1
674799350,00089M01:08:55.894,0089 01:02:18,761.07,,1
674799351,00089M01:08:56.868,0089 01:02:19,761.07,,1
674799352,00089M01:08:57.841,0089 01:02:20,761.09,,1
674799353,00089M01:08:58.814,0089 01:02:21,761.07,,1
674799354,00089M01:08:59.787,0089 01:02:22,761.02,,1
674799355,00089M01:09:00.761,0089 01:02:23,761.08,,1
674799356,00089M01:09:01.734,0089 01:02:24,761.08,,1
674799357,00089M01:09:02.707,0089 01:02:25,761.10,,1
674799358,00089M01:09:03.680,0089 01:02:26,761.03,,1
674799359,00089M01:09:04.654,0089 01:02:27,761.07,,1
674799360,00089M01:09:05.627,0089 01:02:28,761.01,,1
674799361,00089M01:09:06.600,0089 01:02:29,761.05,,1
674799362,00089M01:09:07.573,0089 01:02:30,761.05,,1
674799363,00089M01:09:08.547,0089 01:02:31,761.02,,1
674799364,00089M01:09:09.520,0089 01:02:32,761.07,,1
674799365,00089M01:09:10.493,0089 01:02:33,761.00,,1
674799366,00089M01:09:11.466,0089 01:02:34,761.00,,1
674799367,00089M01:09:12.440,0089 01:02:35,761.02,,1
674799368,00089M01:09:13.413,0089 01:02:36,761.01,,1
674799369,00089M01:09:14.386,0089 01:02:37,760.95,,1
674799370,00089M01:09:15.359,0089 01:02:38,760.99,,1
674799371,00089M01:09:16.333,0089 01:02:39,761.01,,1
674799372,00089M01:09:17.306,0089 01:02:40,760.99,,1
674799373,00089M01:09:18.279,0089 01:02:41,760.98,,1
674799374,00089M01:09:19.252,0089 01:02:42,760.98,,1
674799375,00089M01:09:20.226,0089 01:02:43,760.98,,1
674799376,00089M01:09:21.199,0089 01:02:44,760.96,,1
674799377,00089M01:09:22.172,0089 01:02:45,761.02,,1
674799378,00089M01:09:23.145,0089 01:02:46,761.02,,1
674799379,00089M01:09:24.119,0089 01:02:47,761.02,,1
674799380,00089M01:09:25.092,0089 01:02:48,761.01,,1
674799381,00089M01:09:26.065,0089 01:02:49,760.97,,1
674799382,00089M01:09:27.038,0089 01:02:50,761.01,,1
674799383,00089M01:09:28.012,0089 01:02:51,761.01,,1
674799384,00089M01:09:28.985,0089 01:02:51,761.01,,1
674799385,00089M01:09:29.958,0089 01:02:52,761.01,,1
674799386,00089M01:09:30.931,0089 01:02:53,761.03,,1
674799387,00089M01:09:31.905,0089 01:02:54,761.03,,1
674799388,00089M01:09:32.878,0089 01:02:55,761.02,,1
674799389,00089M01:09:33.851,0089 01:02:56,760.98,,1
674799390,00089M01:09:34.824,0089 01:02:57,761.00,,1
674799391,00089M01:09:35.798,0089 01:02:58,761.00,,1
674799392,00089M01:09:36.771,0089 01:02:59,760.97,,1
674799393,00089M01:09:37.744,0089 01:03:00,760.97,,1
674799394,00089M01:09:38.717,0089 01:03:01,760.99,,1
674799395,00089M01:09:39.691,0089 01:03:02,761.06,,1
674799396,00089M01:09:40.664,0089 01:03:03,760.99,,1
674799397,00089M01:09:41.637,0089 01:03:04,760.98,,1
674799398,00089M01:09:42.610,0089 01:03:05,760.96,,1
674799399,00089M01:09:43.584,0089 01:03:06,760.96,,1
